ONS ID,ONS region ID,Constituency name,County name,Region name,Country name,Constituency type,Declaration time,Member first name,Member surname,Member gender,Result,First party,Second party,Electorate,Valid votes,Invalid votes,Majority,Con,Lab,LD,RUK,Green,SNP,PC,DUP,SF,SDLP,UUP,APNI,All other candidates,Of which other winner
E14001166,E12000008,Chichester,,South East,England,County,,Jess,Brown-Fuller,Female,LD gain from Con,LD,Con,78374,51947,146,12172,13368,3175,25540,7859,1815,0,0,0,0,0,0,0,190,0
E14001167,E12000007,Chingford and Woodford Green,,London,England,Borough,,Iain,Duncan Smith,Male,Con hold,Con,Lab,74010,48512,135,4757,17281,12524,1275,3653,1334,0,0,0,0,0,0,0,12445,0
E14001168,E12000009,Chippenham,,South West,England,County,,Sarah,Gibson,Female,LD gain from Con,LD,Con,74107,49512,157,8138,14414,3925,22552,6127,1954,0,0,0,0,0,0,0,540,0
E14001169,E12000007,Chipping Barnet,,London,England,Borough,,Dan,Tomlinson,Male,Lab gain from Con,Lab,Con,78038,50859,209,2914,18671,21585,2614,3986,3442,0,0,0,0,0,0,0,561,0
E14001170,E12000002,Chorley,,North West,England,County,,Lindsay,Hoyle,Male,Spk hold,Spk,Green,74801,33964,1198,20575,0,0,0,0,4663,0,0,0,0,0,0,0,29301,25238
E14001171,E12000009,Christchurch,,South West,England,County,,Christopher,Chope,Male,Con hold,Con,LD,71060,47335,143,7455,16941,7762,9486,8961,1900,0,0,0,0,0,0,0,2285,0
E14001172,E12000007,Cities of London and Westminster,,London,England,Borough,,Rachel,Blake,Female,Lab gain from Con,Lab,Con,73369,39215,202,2708,12594,15302,4335,2752,2844,0,0,0,0,0,0,0,1388,0
E14001173,E12000001,City of Durham,,North East,England,County,,Mary,Foy,Female,Lab hold,Lab,RUK,70583,40627,165,11757,5221,19131,5920,7374,2803,0,0,0,0,0,0,0,178,0
E14001174,E12000006,Clacton,,East of England,England,County,,Nigel,Farage,Male,RUK gain from Con,RUK,Con,78245,45958,111,8405,12820,7448,2016,21225,1935,0,0,0,0,0,0,0,514,0
E14001175,E12000007,Clapham and Brixton Hill,,London,England,Borough,,Bell,Ribeiro-Addy,Female,Lab hold,Lab,LD,83114,42741,209,18005,4360,24166,6161,1758,5768,0,0,0,0,0,0,0,528,0
W07000094,W92000004,Clwyd East,,Wales,Wales,County,,Becky,Gittins,Female,Lab gain from Con,Lab,Con,76637,47822,163,4622,13862,18484,1859,7626,1659,0,3733,0,0,0,0,0,599,0
W07000095,W92000004,Clwyd North,,Wales,Wales,County,,Gill,German,Female,Lab gain from Con,Lab,Con,75027,41627,111,1196,13598,14794,1685,7000,1391,0,3159,0,0,0,0,0,0,0
S14000070,S92000003,Coatbridge and Bellshill,,Scotland,Scotland,Burgh,,Frank,McNally,Male,Lab gain from SNP,Lab,SNP,72667,38731,115,6344,1382,19291,671,2601,1229,12947,0,0,0,0,0,0,610,0
E14001176,E12000006,Colchester,,East of England,England,Borough,,Pam,Cox,Female,Lab gain from Con,Lab,Con,78662,44903,156,8250,10554,18804,6393,6664,2414,0,0,0,0,0,0,0,74,0
E14001177,E12000003,Colne Valley,,Yorkshire and The Humber,England,County,,Paul,Davies,Male,Lab gain from Con,Lab,Con,72638,46221,139,4963,14007,18970,2007,7298,3480,0,0,0,0,0,0,0,459,0
E14001178,E12000002,Congleton,,North West,England,County,,Sarah,Russell,Female,Lab gain from Con,Lab,Con,74243,50125,153,3387,15488,18875,2785,8245,2007,0,0,0,0,0,0,0,2725,0
E14001179,E12000004,Corby and East Northamptonshire,,East Midlands,England,County,,Lee,Barron,Male,Lab gain from Con,Lab,Con,78770,49589,165,6331,14689,21020,2191,8760,2507,0,0,0,0,0,0,0,422,0
E14001180,E12000005,Coventry East,,West Midlands,England,Borough,,Mary,Creagh,Female,Lab hold,Lab,RUK,75773,37014,144,11623,6240,18308,1227,6685,2730,0,0,0,0,0,0,0,1824,0
E14001181,E12000005,Coventry North West,,West Midlands,England,Borough,,Taiwo,Owatemi,Female,Lab hold,Lab,Con,75036,42030,180,11174,8522,19696,1931,7950,3420,0,0,0,0,0,0,0,511,0
E14001182,E12000005,Coventry South,,West Midlands,England,Borough,,Zarah,Sultana,Female,Lab hold,Lab,Con,76232,42731,159,10201,10160,20361,2531,5711,2363,0,0,0,0,0,0,0,1605,0
S14000071,S92000003,Cowdenbeath and Kirkcaldy,,Scotland,Scotland,County,,Melanie,Ward,Female,Lab gain from SNP,Lab,SNP,71845,40814,106,7248,3203,18662,1593,3128,1556,11414,0,0,0,0,0,0,1258,0
E14001183,E12000001,Cramlington and Killingworth,,North East,England,County,,Emma,Foody,Female,Lab hold,Lab,RUK,76228,45394,128,12820,8592,22274,1898,9454,2144,0,0,0,0,0,0,0,1032,0
E14001184,E12000008,Crawley,,South East,England,Borough,,Peter,Lamb,Male,Lab gain from Con,Lab,Con,75569,45642,190,5235,12218,17453,2205,8447,2621,0,0,0,0,0,0,0,2698,0
E14001185,E12000002,Crewe and Nantwich,,North West,England,County,,Connor,Naismith,Male,Lab gain from Con,Lab,Con,78423,47197,140,9727,11110,20837,2286,9602,2151,0,0,0,0,0,0,0,1211,0
E14001186,E12000007,Croydon East,,London,England,Borough,,Natasha,Irons,Female,Lab hold,Lab,Con,76595,43779,174,6825,11716,18541,3563,5862,4097,0,0,0,0,0,0,0,0,0
E14001187,E12000007,Croydon South,,London,England,Borough,,Chris,Philp,Male,Con hold,Con,Lab,74889,49378,159,2313,19757,17444,4384,4149,2859,0,0,0,0,0,0,0,785,0
E14001188,E12000007,Croydon West,,London,England,Borough,,Sarah,Jones,Female,Lab hold,Lab,Con,77891,38122,172,14226,6386,20612,3667,2148,3851,0,0,0,0,0,0,0,1458,0
S14000072,S92000003,Cumbernauld and Kirkintilloch,,Scotland,Scotland,County,,Katrina,Murray,Female,Lab gain from SNP,Lab,SNP,70350,40976,170,4144,1939,18513,1294,3167,1694,14369,0,0,0,0,0,0,0,0
E14001189,E12000007,Dagenham and Rainham,,London,England,Borough,,Margaret,Mullane,Female,Lab hold,Lab,RUK,76475,38867,118,7173,6926,16571,1033,9398,4184,0,0,0,0,0,0,0,755,0
E14001190,E12000001,Darlington,,North East,England,County,,Lola,McEvoy,Female,Lab gain from Con,Lab,Con,70672,42378,121,2298,14323,16621,1735,6852,2847,0,0,0,0,0,0,0,0,0
E14001191,E12000008,Dartford,,South East,England,County,,Jim,Dickson,Male,Lab gain from Con,Lab,Con,75426,44488,272,1192,14200,15392,2184,9523,3189,0,0,0,0,0,0,0,0,0
E14001192,E12000004,Daventry,,East Midlands,England,County,,Stuart,Andrew,Male,Con hold,Con,Lab,80879,53082,216,3012,17872,14860,6755,10636,2959,0,0,0,0,0,0,0,0,0
E14001193,E12000004,Derby North,,East Midlands,England,Borough,,Catherine,Atkinson,Female,Lab gain from Con,Lab,Con,71879,40919,187,8915,9704,18619,1822,7488,3286,0,0,0,0,0,0,0,0,0
E14001194,E12000004,Derby South,,East Midlands,England,Borough,,Baggy,Shanker,Male,Lab hold,Lab,RUK,72944,37399,145,6002,5192,14503,1807,8501,1899,0,0,0,0,0,0,0,5497,0
E14001195,E12000004,Derbyshire Dales,,East Midlands,England,County,,John,Whitby,Male,Lab gain from Con,Lab,Con,73324,51272,173,350,17409,17759,4860,7728,2830,0,0,0,0,0,0,0,686,0
E14001196,E12000003,Dewsbury and Batley,,Yorkshire and The Humber,England,Borough,,Iqbal,Mohamed,Male,Ind gain from Lab,Ind,Lab,71685,38070,131,6934,4182,8707,1340,6152,2048,0,0,0,0,0,0,0,15641,15641
E14001197,E12000008,Didcot and Wantage,,South East,England,County,,Olly,Glover,Male,LD gain from Con,LD,Con,80689,54733,215,6233,15560,8045,21793,6400,2693,0,0,0,0,0,0,0,242,0
E14001198,E12000003,Doncaster Central,,Yorkshire and The Humber,England,County,,Sally,Jameson,Female,Lab hold,Lab,Con,74678,37944,113,9551,7964,17515,1199,7886,1880,0,0,0,0,0,0,0,1500,0
E14001199,E12000003,Doncaster East and the Isle of Axholme,,Yorkshire and The Humber,England,County,,Lee,Pitcher,Male,Lab gain from Con,Lab,Con,70154,39132,134,2311,12811,15122,1166,8487,1400,0,0,0,0,0,0,0,146,0
E14001200,E12000003,Doncaster North,,Yorkshire and The Humber,England,County,,Ed,Miliband,Male,Lab hold,Lab,Con,69759,31002,475,9126,7105,16231,1045,0,1778,0,0,0,0,0,0,0,4843,0
E14001201,E12000008,Dorking and Horley,,South East,England,County,,Chris,Coghlan,Male,LD gain from Con,LD,Con,71645,49965,168,5391,15530,4053,20921,6898,2563,0,0,0,0,0,0,0,0,0
E14001202,E12000008,Dover and Deal,,South East,England,County,,Mike,Tapp,Male,Lab gain from Con,Lab,RUK,76406,47775,185,7585,10370,18940,2595,11355,3106,0,0,0,0,0,0,0,1409,0
E14001203,E12000005,Droitwich and Evesham,,West Midlands,England,County,,Nigel,Huddleston,Male,Con hold,Con,Lab,76624,49609,177,8995,19975,10980,5131,9456,3828,0,0,0,0,0,0,0,239,0
E14001204,E12000005,Dudley,,West Midlands,England,Borough,,Sonia,Kumar,Female,Lab gain from Con,Lab,Con,70151,35796,110,1900,10315,12215,1056,9442,1154,0,0,0,0,0,0,0,1614,0
E14001205,E12000007,Dulwich and West Norwood,,London,England,Borough,,Helen,Hayes,Female,Lab hold,Lab,Green,79894,45378,227,18789,3873,27356,3485,1801,8567,0,0,0,0,0,0,0,296,0
S14000073,S92000003,Dumfries and Galloway,,Scotland,Scotland,County,,John,Cooper,Male,Con hold,Con,SNP,78541,45775,162,930,13527,11767,2092,4313,1249,12597,0,0,0,0,0,0,230,0
S14000074,S92000003,"Dumfriesshire, Clydesdale and Tweeddale",,Scotland,Scotland,County,,David,Mundell,Male,Con hold,Con,SNP,71900,44214,133,4242,14999,10140,2800,3822,1488,10757,0,0,0,0,0,0,208,0
S14000075,S92000003,Dundee Central,,Scotland,Scotland,Burgh,,Chris,Law,Male,SNP hold,SNP,Lab,74221,38848,153,675,1569,14869,2402,2363,0,15544,0,0,0,0,0,0,2101,0
S14000076,S92000003,Dunfermline and Dollar,,Scotland,Scotland,County,,Graeme,Downie,Male,Lab gain from SNP,Lab,SNP,72824,44537,140,8241,3297,20336,3181,2887,2078,12095,0,0,0,0,0,0,663,0
E14001206,E12000006,Dunstable and Leighton Buzzard,,East of England,England,County,,Alex,Mayer,Female,Lab gain from Con,Lab,Con,76742,46045,171,667,14309,14976,6497,8071,2115,0,0,0,0,0,0,0,77,0
W07000096,W92000004,Dwyfor Meirionnydd,,Wales,Wales,County,,Liz,Saville Roberts,Female,PC hold,PC,Lab,73040,40395,215,15876,4712,5912,1381,4857,1448,0,21788,0,0,0,0,0,297,0
E14001207,E12000007,Ealing Central and Acton,,London,England,Borough,,Rupa,Huq,Female,Lab hold,Lab,Con,78436,47769,254,13995,8345,22340,6056,3105,5444,0,0,0,0,0,0,0,2479,0
E14001208,E12000007,Ealing North,,London,England,Borough,,James,Murray,Male,Lab hold,Lab,Con,74820,43232,198,12519,8144,20663,2543,3948,4056,0,0,0,0,0,0,0,3878,0
E14001209,E12000007,Ealing Southall,,London,England,Borough,,Deirdre,Costigan,Female,Lab hold,Lab,Con,78669,46816,214,15793,7207,23000,2832,2585,4356,0,0,0,0,0,0,0,6836,0
E14001210,E12000008,Earley and Woodley,,South East,England,Borough,,Yuan,Yang,Female,Lab gain from Con,Lab,Con,73548,45914,572,848,17361,18209,6142,0,3418,0,0,0,0,0,0,0,784,0
E14001211,E12000001,Easington,,North East,England,County,,Grahame,Morris,Male,Lab hold,Lab,RUK,69395,34324,72,6542,3753,16774,811,10232,1173,0,0,0,0,0,0,0,1581,0
N05000005,N92000002,East Antrim,,Northern Ireland,Northern Ireland,County,,Sammy,Wilson,Male,DUP hold,DUP,APNI,73302,39675,142,1306,0,0,0,0,568,0,0,11462,2986,892,9476,10156,4135,0
E14001212,E12000008,East Grinstead and Uckfield,,South East,England,County,,Mims,Davies,Female,Con hold,Con,LD,75385,50393,471,8480,19319,10440,10839,0,5277,0,0,0,0,0,0,0,4518,0
E14001213,E12000007,East Ham,,London,England,Borough,,Stephen,Timms,Male,Lab hold,Lab,Ind,79219,37892,173,12863,3876,19570,1210,1340,4226,0,0,0,0,0,0,0,7670,0
E14001214,E12000008,East Hampshire,,South East,England,County,,Damian,Hinds,Male,Con hold,Con,LD,70659,50006,157,1275,18509,4867,17234,6476,2404,0,0,0,0,0,0,0,516,0
S14000077,S92000003,East Kilbride and Strathaven,,Scotland,Scotland,County,,Joani,Reid,Female,Lab gain from SNP,Lab,SNP,76414,46707,131,9057,3547,22682,1074,3377,1811,13625,0,0,0,0,0,0,591,0
N05000006,N92000002,East Londonderry,,Northern Ireland,Northern Ireland,County,,Gregory,Campbell,Male,DUP hold,DUP,SF,75707,41277,158,179,187,0,0,0,445,0,0,11506,11327,5260,3412,3734,5406,0
S14000021,S92000003,East Renfrewshire,,Scotland,Scotland,County,,Blair,McDougall,Male,Lab gain from SNP,Lab,SNP,74626,50227,141,8421,8494,21935,1150,2360,1510,13514,0,0,0,0,0,0,1264,0
E14001215,E12000008,East Surrey,,South East,England,County,,Claire,Coutinho,Female,Con hold,Con,Lab,73307,49196,208,7450,17502,10052,8833,8380,2957,0,0,0,0,0,0,0,1472,0
E14001216,E12000008,East Thanet,,South East,England,Borough,,Polly,Billington,Female,Lab gain from Con,Lab,Con,74927,42713,167,6971,10083,17054,1365,8591,4590,0,0,0,0,0,0,0,1030,0
E14001217,E12000009,East Wiltshire,,South West,England,County,,Danny,Kruger,Male,Con hold,Con,Lab,74139,47193,167,4716,16849,12133,8204,7885,1844,0,0,0,0,0,0,0,278,0
E14001218,E12000008,East Worthing and Shoreham,,South East,England,County,,Tom,Rutland,Male,Lab gain from Con,Lab,Con,74738,49078,181,9519,12601,22120,3180,7169,3246,0,0,0,0,0,0,0,762,0
E14001219,E12000008,Eastbourne,,South East,England,Borough,,Josh,Babarinde,Male,LD gain from Con,LD,Con,72590,45605,159,12204,11538,2689,23742,6061,1421,0,0,0,0,0,0,0,154,0
E14001220,E12000008,Eastleigh,,South East,England,Borough,,Liz,Jarvis,Female,LD gain from Con,LD,Con,69965,46420,130,1546,14424,7005,15970,6151,2403,0,0,0,0,0,0,0,467,0
S14000078,S92000003,Edinburgh East and Musselburgh,,Scotland,Scotland,Burgh,,Chris,Murray,Male,Lab gain from SNP,Lab,SNP,76188,45575,206,3715,2598,18790,1949,2129,4669,15075,0,0,0,0,0,0,365,0
S14000079,S92000003,Edinburgh North and Leith,,Scotland,Scotland,Burgh,,Tracy,Gilbert,Female,Lab gain from SNP,Lab,SNP,78411,49475,173,7268,3254,20805,3879,1818,5417,13537,0,0,0,0,0,0,765,0
S14000080,S92000003,Edinburgh South,,Scotland,Scotland,Burgh,,Ian,Murray,Male,Lab hold,Lab,SNP,70838,46826,125,17251,4001,24976,2746,1845,4270,7725,0,0,0,0,0,0,1263,0
S14000081,S92000003,Edinburgh South West,,Scotland,Scotland,Burgh,,Scott,Arthur,Male,Lab gain from SNP,Lab,SNP,73784,45664,147,6217,5558,18663,3014,2087,3450,12446,0,0,0,0,0,0,446,0
S14000082,S92000003,Edinburgh West,,Scotland,Scotland,Burgh,,Christine,Jardine,Female,LD hold,LD,SNP,76490,52471,137,16470,2897,7854,26645,2209,2100,10175,0,0,0,0,0,0,591,0
E14001221,E12000007,Edmonton and Winchmore Hill,,London,England,Borough,,Kate,Osamor,Female,Lab hold,Lab,Con,75792,41045,204,12632,7888,20520,2721,3501,3681,0,0,0,0,0,0,0,2734,0
E14001222,E12000002,Ellesmere Port and Bromborough,,North West,England,Borough,,Justin,Madders,Male,Lab hold,Lab,RUK,70799,41964,153,16908,5210,24186,2328,7278,2706,0,0,0,0,0,0,0,256,0
E14001223,E12000007,Eltham and Chislehurst,,London,England,Borough,,Clive,Efford,Male,Lab gain from Con,Lab,Con,73979,45566,192,8429,11640,20069,2423,7428,3079,0,0,0,0,0,0,0,927,0
E14001224,E12000006,Ely and East Cambridgeshire,,East of England,England,County,,Charlotte,Cane,Female,LD gain from Con,LD,Con,79112,52369,155,495,16632,9160,17127,6443,2359,0,0,0,0,0,0,0,648,0
E14001225,E12000007,Enfield North,,London,England,Borough,,Feryal,Clark,Female,Lab hold,Lab,Con,78770,43492,159,12736,8632,21368,2517,5146,3713,0,0,0,0,0,0,0,2116,0
E14001226,E12000006,Epping Forest,,East of England,England,County,,Neil,Hudson,Male,Con hold,Con,Lab,72229,41753,793,5682,18038,12356,5268,0,2486,0,0,0,0,0,0,0,3605,0
E14001227,E12000008,Epsom and Ewell,,South East,England,Borough,,Helen,Maguire,Female,LD gain from Con,LD,Con,76513,54525,172,3686,16988,8325,20674,5795,1745,0,0,0,0,0,0,0,998,0
E14001228,E12000004,Erewash,,East Midlands,England,County,,Adam,Thompson,Male,Lab gain from Con,Lab,Con,71501,43006,175,5859,11365,17224,2426,9162,2478,0,0,0,0,0,0,0,351,0
E14001229,E12000007,Erith and Thamesmead,,London,England,Borough,,Abena,Oppong-Asare,Female,Lab hold,Lab,RUK,78740,40379,157,16302,5564,22246,1872,5944,3482,0,0,0,0,0,0,0,1271,0
E14001230,E12000008,Esher and Walton,,South East,England,Borough,,Monica,Harding,Female,LD gain from Con,LD,Con,74042,53880,157,12003,16312,2846,28315,4777,1396,0,0,0,0,0,0,0,234,0
E14001231,E12000009,Exeter,,South West,England,Borough,,Steve,Race,Male,Lab hold,Lab,Con,67840,40195,180,11937,6288,18225,4201,4914,5907,0,0,0,0,0,0,0,660,0
E14001232,E12000009,Exmouth and Exeter East,,South West,England,County,,David,Reed,Male,Con hold,Con,Lab,79983,51316,151,121,14728,14607,11387,7085,2331,0,0,0,0,0,0,0,1178,0
S14000083,S92000003,Falkirk,,Scotland,Scotland,County,,Euan,Stainbank,Male,Lab gain from SNP,Lab,SNP,73584,42625,131,4996,3576,18343,1092,3375,1711,13347,0,0,0,0,0,0,1181,0
E14001233,E12000008,Fareham and Waterlooville,,South East,England,County,,Suella,Braverman,Female,Con hold,Con,Lab,76947,50123,168,6079,17561,11482,9533,9084,2036,0,0,0,0,0,0,0,427,0
E14001234,E12000008,Farnham and Bordon,,South East,England,County,,Greg,Stafford,Male,Con hold,Con,LD,75920,53015,197,1349,18951,7328,17602,6217,2496,0,0,0,0,0,0,0,421,0
E14001235,E12000008,Faversham and Mid Kent,,South East,England,County,,Helen,Whately,Female,Con hold,Con,Lab,74301,46594,172,1469,14816,13347,4158,9884,4218,0,0,0,0,0,0,0,171,0
E14001236,E12000007,Feltham and Heston,,London,England,Borough,,Seema,Malhotra,Female,Lab hold,Lab,Con,76982,38887,165,7944,8195,16139,1821,5130,2543,0,0,0,0,0,0,0,5059,0
N05000007,N92000002,Fermanagh and South Tyrone,,Northern Ireland,Northern Ireland,County,,Pat,Cullen,Female,SF hold,SF,UUP,77828,51076,260,4571,0,0,0,0,0,0,0,0,24844,2386,20273,2420,1153,0
E14001237,E12000009,Filton and Bradley Stoke,,South West,England,Borough,,Claire,Hazelgrove,Female,Lab gain from Con,Lab,Con,77582,50367,152,10000,12905,22905,3596,6819,4142,0,0,0,0,0,0,0,0,0
E14001238,E12000007,Finchley and Golders Green,,London,England,Borough,,Sarah,Sackman,Female,Lab gain from Con,Lab,Con,77500,49289,202,4581,17276,21857,3375,2598,3107,0,0,0,0,0,0,0,1076,0
E14001239,E12000008,Folkestone and Hythe,,South East,England,County,,Tony,Vaughan,Male,Lab gain from Con,Lab,Con,70056,43246,146,3729,11291,15020,1736,10685,3954,0,0,0,0,0,0,0,560,0
E14001240,E12000009,Forest of Dean,,South West,England,County,,Matt,Bishop,Male,Lab gain from Con,Lab,Con,72857,48091,233,278,16095,16373,2604,8194,4735,0,0,0,0,0,0,0,90,0
N05000008,N92000002,Foyle,,Northern Ireland,Northern Ireland,County,,Colum,Eastwood,Male,SDLP hold,SDLP,SF,73496,38358,310,4166,0,0,0,0,0,0,0,3915,11481,15647,1422,1268,4625,0
E14001241,E12000009,Frome and East Somerset,,South West,England,County,,Anna,Sabine,Female,LD gain from Con,LD,Con,71593,46716,143,5415,11165,6416,16580,6441,5083,0,0,0,0,0,0,0,1031,0
E14001242,E12000002,Fylde,,North West,England,County,,Andrew,Snowden,Male,Con hold,Con,Lab,77100,47960,145,561,15917,15356,2120,8295,1560,0,0,0,0,0,0,0,4712,0
E14001243,E12000004,Gainsborough,,East Midlands,England,County,,Edward,Leigh,Male,Con hold,Con,Lab,75836,46685,177,3532,16636,13104,5001,9916,1832,0,0,0,0,0,0,0,196,0
E14001244,E12000001,Gateshead Central and Whickham,,North East,England,Borough,,Mark,Ferguson,Male,Lab hold,Lab,RUK,69827,40217,140,9644,4628,18245,4987,8601,3217,0,0,0,0,0,0,0,539,0
E14001245,E12000004,Gedling,,East Midlands,England,County,,Michael,Payne,Male,Lab gain from Con,Lab,Con,77006,48722,176,11881,11397,23278,2473,8211,3122,0,0,0,0,0,0,0,241,0
E14001246,E12000008,Gillingham and Rainham,,South East,England,Borough,,Naushabah,Khan,Female,Lab gain from Con,Lab,Con,73523,41140,138,3972,11590,15562,2248,8792,2318,0,0,0,0,0,0,0,630,0
S14000084,S92000003,Glasgow East,,Scotland,Scotland,Burgh,,John,Grady,Male,Lab gain from SNP,Lab,SNP,68987,35445,143,3784,1707,15543,872,2371,2727,11759,0,0,0,0,0,0,466,0
S14000085,S92000003,Glasgow North,,Scotland,Scotland,Burgh,,Martin,Rhodes,Male,Lab gain from SNP,Lab,SNP,67579,34739,166,3539,1366,14655,1142,1655,4233,11116,0,0,0,0,0,0,572,0
S14000086,S92000003,Glasgow North East,,Scotland,Scotland,Burgh,,Maureen,Burke,Female,Lab gain from SNP,Lab,SNP,72610,34091,81,4637,1182,15639,592,2272,2471,11002,0,0,0,0,0,0,933,0
S14000087,S92000003,Glasgow South,,Scotland,Scotland,Burgh,,Gordon,McKee,Male,Lab gain from SNP,Lab,SNP,70219,42378,144,4154,1617,17696,1316,1736,5554,13542,0,0,0,0,0,0,917,0
S14000088,S92000003,Glasgow South West,,Scotland,Scotland,Burgh,,Zubir,Ahmed,Male,Lab gain from SNP,Lab,SNP,68871,35669,51,3285,1387,15552,958,2236,2727,12267,0,0,0,0,0,0,542,0
S14000089,S92000003,Glasgow West,,Scotland,Scotland,Burgh,,Patricia,Ferguson,Female,Lab gain from SNP,Lab,SNP,69028,39902,186,6446,1720,18621,1316,2098,3662,12175,0,0,0,0,0,0,310,0
E14001247,E12000009,Glastonbury and Somerton,,South West,England,County,,Sarah,Dyke,Female,LD gain from Con,LD,Con,73268,47642,203,6611,13753,3111,20364,7678,2736,0,0,0,0,0,0,0,0,0
S14000090,S92000003,Glenrothes and Mid Fife,,Scotland,Scotland,County,,Richard,Baker,Male,Lab gain from SNP,Lab,SNP,70655,36139,124,2954,1973,15994,1604,3528,0,13040,0,0,0,0,0,0,0,0
E14001248,E12000009,Gloucester,,South West,England,Borough,,Alex,McIntyre,Male,Lab gain from Con,Lab,Con,79475,45692,144,3431,13041,16472,4759,7307,2307,0,0,0,0,0,0,0,1806,0
E14001249,E12000008,Godalming and Ash,,South East,England,County,,Jeremy,Hunt,Male,Con hold,Con,LD,75816,54696,138,891,23293,2748,22402,4815,1243,0,0,0,0,0,0,0,195,0
E14001250,E12000003,Goole and Pocklington,,Yorkshire and The Humber,England,County,,David,Davis,Male,Con hold,Con,Lab,79925,49742,165,3572,18981,15409,3380,9054,2451,0,0,0,0,0,0,0,467,0
S14000091,S92000003,Gordon and Buchan,,Scotland,Scotland,County,,Harriet,Cross,Female,Con hold,Con,SNP,69605,43848,166,878,14418,4686,7307,3897,0,13540,0,0,0,0,0,0,0,0
E14001251,E12000002,Gorton and Denton,,North West,England,Borough,,Andrew,Gwynne,Male,Lab hold,Lab,RUK,76524,36560,175,13413,2888,18555,1399,5142,4810,0,0,0,0,0,0,0,3766,0
E14001252,E12000008,Gosport,,South East,England,Borough,,Caroline,Dinenage,Female,Con hold,Con,Lab,73261,44277,134,6054,17830,11776,4039,7983,1948,0,0,0,0,0,0,0,701,0
W07000097,W92000004,Gower,,Wales,Wales,County,,Tonia,Antoniazzi,Female,Lab hold,Lab,Con,76123,47229,160,11567,8913,20480,2593,8530,2488,0,3942,0,0,0,0,0,283,0
E14001253,E12000004,Grantham and Bourne,,East Midlands,England,County,,Gareth,Davies,Male,Con hold,Con,Lab,73285,46125,150,4496,16770,12274,2027,9393,2570,0,0,0,0,0,0,0,3091,0
E14001254,E12000008,Gravesham,,South East,England,County,,Lauren,Sullivan,Female,Lab gain from Con,Lab,Con,73094,43232,134,2712,13911,16623,1534,8910,2254,0,0,0,0,0,0,0,0,0
E14001255,E12000003,Great Grimsby and Cleethorpes,,Yorkshire and The Humber,England,Borough,,Melanie,Onn,Female,Lab gain from Con,Lab,RUK,76157,36619,97,4803,8269,15336,1036,10533,1115,0,0,0,0,0,0,0,330,0
E14001256,E12000006,Great Yarmouth,,East of England,England,County,,Rupert,Lowe,Male,RUK gain from Con,RUK,Lab,73317,40748,121,1426,10034,12959,1102,14385,1736,0,0,0,0,0,0,0,532,0
E14001257,E12000007,Greenwich and Woolwich,,London,England,Borough,,Matthew,Pennycook,Male,Lab hold,Lab,Green,73073,42719,221,18366,4863,23999,3865,3305,5633,0,0,0,0,0,0,0,1054,0
E14001258,E12000008,Guildford,,South East,England,County,,Zöe,Franklin,Female,LD gain from Con,LD,Con,70662,48294,162,8429,14508,3931,22937,4395,2268,0,0,0,0,0,0,0,255,0
E14001259,E12000007,Hackney North and Stoke Newington,,London,England,Borough,,Diane,Abbott,Female,Lab hold,Lab,Green,77812,40959,254,15080,3457,24355,1562,1283,9275,0,0,0,0,0,0,0,1027,0
E14001260,E12000007,Hackney South and Shoreditch,,London,England,Borough,,Meg,Hillier,Female,Lab hold,Lab,Green,78277,41701,213,14737,2076,24724,1996,1601,9987,0,0,0,0,0,0,0,1317,0
E14001261,E12000005,Halesowen,,West Midlands,England,Borough,,Alex,Ballinger,Male,Lab gain from Con,Lab,Con,68549,38578,142,4364,10659,15023,2261,8484,2151,0,0,0,0,0,0,0,0,0
E14001262,E12000003,Halifax,,Yorkshire and The Humber,England,Borough,,Kate,Dearden,Female,Lab hold,Lab,Con,77516,40214,149,6269,7866,14135,2359,7811,4133,0,0,0,0,0,0,0,3910,0
E14001263,E12000008,Hamble Valley,,South East,England,County,,Paul,Holmes,Male,Con hold,Con,LD,79478,54004,187,4802,19671,8753,14869,8216,2310,0,0,0,0,0,0,0,185,0
S14000092,S92000003,Hamilton and Clyde Valley,,Scotland,Scotland,County,,Imogen,Walker,Female,Lab gain from SNP,Lab,SNP,75480,42084,183,9472,4589,21020,1511,3299,0,11548,0,0,0,0,0,0,117,0
E14001264,E12000007,Hammersmith and Chiswick,,London,England,Borough,,Andy,Slaughter,Male,Lab hold,Lab,Con,75860,46021,260,15290,8783,24073,4292,2929,4468,0,0,0,0,0,0,0,1476,0
E14001265,E12000007,Hampstead and Highgate,,London,England,Borough,,Tulip,Siddiq,Female,Lab hold,Lab,Con,80029,48550,238,14970,8462,23432,6181,2940,6630,0,0,0,0,0,0,0,905,0
E14001266,E12000004,"Harborough, Oadby and Wigston",,East Midlands,England,County,,Neil,O'Brien,Male,Con hold,Con,Lab,77075,50386,191,2378,18614,16236,4732,6332,4269,0,0,0,0,0,0,0,203,0
E14001267,E12000006,Harlow,,East of England,England,County,,Chris,Vince,Male,Lab gain from Con,Lab,Con,74683,43357,117,2504,13809,16313,1350,9461,2267,0,0,0,0,0,0,0,157,0
E14001268,E12000006,Harpenden and Berkhamsted,,East of England,England,County,,Victoria,Collins,Female,LD gain from Con,LD,Con,72242,54336,188,10708,16574,4061,27282,4245,1951,0,0,0,0,0,0,0,223,0
